Key	Value
{0}走上前去，同样也开始传道。他展现了十足的魅力，群众纷纷决定成为我们的信徒。	{0} Đi ra phía trước, cũng tương tự bắt đầu truyền đạo. Hắn hiện ra mười phần mị lực, quần chúng nhao nhao quyết định trở thành tín đồ của chúng ta.
{0}走上前去，同样也开始传道。但可惜魅力不足，群众看都不看他一眼。传道顺利进行。	{0} Đi ra phía trước, cũng tương tự bắt đầu truyền đạo. Nhưng cũng tiếc mị lực không đủ, quần chúng cũng không nhìn hắn cái nào. Truyền đạo thuận lợi tiến hành.
{0}走上前去，决定与他们辩论一番。相互之间说了很多群众根本无法听懂的话，争得面红耳赤。争论结果已经不重要，群众早已觉得厌烦并离开。传道中断了。	{0} Đi ra phía trước, quyết định cùng bọn hắn biện luận một phen. Tương hỗ ở giữa nói rất nhiều quần chúng căn bản là không có cách nghe hiểu, tranh đến mặt đỏ tới mang tai. Tranh luận kết quả đã không trọng yếu, quần chúng sớm đã cảm thấy phiền chán cũng rời đi. Truyền đạo bên trong gãy mất.
{0}走上前去，决定与他们辩论一番。然而由于{0}知识尚浅，三言两语就被驳了回来。传道顺利进行。	{0} Đi ra phía trước, quyết định cùng bọn hắn biện luận một phen. Nhưng mà bởi vì {0} Tri thức còn thấp, dăm ba câu liền bị bác trở về. Truyền đạo thuận lợi tiến hành.
{0}拿了一碗面。大家不知道他在干什么。传道顺利进行。	{0} Cầm một tô mì. Mọi người không biết hắn đang làm gì. Truyền đạo thuận lợi tiến hành.
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再传教怎么样？”并将灵石塞到他们{0}手中。“啊，今天我身体不适，改日再讲。”对方当即决定回家。传道中断了。	{0} Cùng đối phương tự mình câu thông, nhỏ giọng nói: Hôm nay hoặc là trước hết như vậy đi, lần sau lại truyền giáo thế nào? Cũng đem linh thạch nhét vào bọn hắn {0} Trong tay. A, hôm nay thân thể ta khó chịu, ngày khác nói lại. Đối phương lúc này quyết định về nhà. Truyền đạo bên trong gãy mất.
{0}拿了一根棍子，准备直接攻击对方，然而他们信众众多，及时阻止了。群众看见了之后对我们表示不满，并心有不安。传道顺利进行。	{0} Cầm một cây gậy, chuẩn bị trực tiếp công kích đối phương, nhưng mà bọn hắn tín đồ đông đảo, kịp thời ngăn trở. Quần chúng nhìn thấy về sau đối với chúng ta biểu thị bất mãn, cũng lòng có bất an. Truyền đạo thuận lợi tiến hành.
{0}拿了一块石头向对方砸了过去，但被其接住。“你们看看，这就是他们的作风！”群众对我们表示怀疑，并心有不安。传道顺利进行。	{0} Cầm một khối đá hướng đối phương đập tới, nhưng bị tiếp được. Các ngươi nhìn xem, đây chính là bọn họ tác phong! Quần chúng đối với chúng ta biểu thị hoài nghi, cũng lòng có bất an. Truyền đạo thuận lợi tiến hành.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。传道顺利进行。	{0} Nhìn thoáng qua chúng đệ tử, giống như không có người nào tương đối đặc biệt, khẽ thở dài một cái. Truyền đạo thuận lợi tiến hành.
受戒顺利进行。	Thụ giới thuận lợi tiến hành.
{0}走上前去，说道：“依我看这世道，要不还是算了吧。”对方有点恼火，说：“你是哪个派的？管得着吗？”{0}无奈只能离去。受戒顺利进行。	{0} Đi ra phía trước, nói: Theo ta thấy thế đạo này, nếu không vẫn là thôi đi. Đối phương có chút căm tức, nói: Ngươi là cái nào phái? Quản được sao?{0} Bất đắc dĩ chỉ có thể rời đi. Thụ giới thuận lợi tiến hành.
{0}直接走上去，与对方打了起来，但被信众阻止了。群众用异样的眼神看着{0}。受戒中断了一会又顺利进行。	{0} Trực tiếp đi lên, cùng đối phương đánh lên, nhưng bị tín đồ ngăn trở. Quần chúng dùng ánh mắt khác thường nhìn xem {0}. Thụ giới bên trong gãy mất một hồi lại thuận lợi tiến hành.
{0}当着他们的面，开始大讲道法，想要吸引信众。但受戒仪式非常严肃，没有办法依靠传道进行干扰。受戒顺利进行。	{0} Ở ngay trước mặt bọn họ, bắt đầu lớn giảng đạo pháp, muốn hấp dẫn tín đồ. Nhưng thụ giới nghi thức phi thường nghiêm túc, không có cách nào dựa vào truyền đạo tiến hành quấy nhiễu. Thụ giới thuận lợi tiến hành.
{0}走上前去，决定就受戒的后果与他们辩论一番。对方竟然被说得哑口无言，受戒无法再进行下去。	{0} Đi ra phía trước, quyết định liền thụ giới hậu quả cùng bọn hắn biện luận một phen. Đối phương lại bị nói đến á khẩu không trả lời được, thụ giới không cách nào lại tiến hành tiếp.
{0}走上前去，决定就受戒的后果与他们辩论一番。然而由于{0}知识尚浅，三言两语就被驳了回来。受戒顺利进行。	{0} Đi ra phía trước, quyết định liền thụ giới hậu quả cùng bọn hắn biện luận một phen. Nhưng mà bởi vì {0} Tri thức còn thấp, dăm ba câu liền bị bác trở về. Thụ giới thuận lợi tiến hành.
{0}拿了一些食物，在他们面前吃了起来。他们的代理人看的口水直流，想必已经几天没吃过肉了。他们的信徒非常怀疑，纷纷离去。	{0} Cầm một chút đồ ăn, tại trước mặt bọn hắn bắt đầu ăn. Bọn hắn người đại diện nhìn nước bọt chảy ròng, chắc hẳn đã mấy ngày chưa ăn qua thịt. Tín đồ của bọn hắn phi thường hoài nghi, nhao nhao rời đi.
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再受戒怎么样？”并将灵石塞到他们{0}手中。“长久只吃素对身体不好，有时候不必勉强自己，只要心中有数即可。”对方突然这么说，并离开了。受戒中断了。	{0} Cùng đối phương tự mình câu thông, nhỏ giọng nói: Hôm nay hoặc là trước hết như vậy đi, lần sau lại thụ giới thế nào? Cũng đem linh thạch nhét vào bọn hắn {0} Trong tay. Lâu dài chỉ ăn làm đối thân thể không tốt, có đôi khi không cần miễn cưỡng mình, chỉ cần trong lòng hiểu rõ liền có thể. Đối phương đột nhiên nói như vậy, cũng rời đi. Thụ giới bên trong gãy mất.
{0}拿了一根棍子，准备直接攻击对方。然而他们的信众太多，被阻止了。群众看见了之后对我们表示不满。受戒没有进行地很顺利。	{0} Cầm một cây gậy, chuẩn bị trực tiếp công kích đối phương. Nhưng mà tín đồ của bọn hắn quá nhiều, bị ngăn cản. Quần chúng nhìn thấy về sau đối với chúng ta biểu thị bất mãn. Thụ giới không có tiến hành rất thuận lợi.
{0}拿了一块石头向对方砸了过去，但被其接住。“你们看看，这就是他们的作风！”群众对我们表示怀疑，并心有不安。受戒没有进行地很顺利。	{0} Cầm một khối đá hướng đối phương đập tới, nhưng bị tiếp được. Các ngươi nhìn xem, đây chính là bọn họ tác phong! Quần chúng đối với chúng ta biểu thị hoài nghi, cũng lòng có bất an. Thụ giới không có tiến hành rất thuận lợi.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。受戒顺利进行。	{0} Nhìn thoáng qua chúng đệ tử, giống như không có người nào tương đối đặc biệt, khẽ thở dài một cái. Thụ giới thuận lợi tiến hành.
{0}尝试安抚主人，但他也只是心里好受了一点，并无实际用处。	{0} Nếm thử trấn an chủ nhân, nhưng hắn cũng chỉ là trong lòng dễ chịu một điểm, cũng không thực tế tác dụng.
{0}嘲讽他：“这个你难道不能自己解决？”主人内心非常难受，群众也看不过去。	{0} Trào phúng hắn: Cái này ngươi chẳng lẽ không thể tự kiềm chế giải quyết? Chủ nhân nội tâm phi thường khó chịu, quần chúng cũng nhìn không được.
{0}对众人说：“你来做我的信徒，我就帮你修房子。”他当然就成为了信徒，但群众认为此事很诡异。	{0} Nói với mọi người: Ngươi tới làm tín đồ của ta, ta liền giúp ngươi tu phòng ở. Hắn đương nhiên liền trở thành tín đồ, nhưng quần chúng cho rằng việc này rất quỷ dị.
{0}说：“去我们那里吧，房子随便住。”但他只想要住自己的房子。	{0} Nói: Đi chúng ta nơi đó đi, phòng ở tùy tiện ở. Nhưng hắn chỉ muốn muốn ở phòng ốc của mình.
{0}带了些食物。他虽然也饿，但是并不解决问题。	{0} Mang theo chút đồ ăn. Hắn mặc dù cũng đói, nhưng là cũng không giải quyết vấn đề.
{0}带了些灵石，但他不认识灵石。	{0} Mang theo chút linh thạch, nhưng hắn không biết linh thạch.
{0}拿了些多余的木材，并将他的木屋修好。群众投来赞许的目光。	{0} Cầm chút dư thừa vật liệu gỗ, cũng đem hắn nhà gỗ xây xong. Quần chúng quăng tới ánh mắt tán dương.
{0}拿了些石料，但他的房子无法使用石料恢复。	{0} Cầm chút vật liệu đá, nhưng hắn phòng ở không cách nào sử dụng vật liệu đá khôi phục.
{0}无动于衷，几乎没人通过这次活动认识我们。群众受到了装神弄鬼的影响。	{0} Thờ ơ, cơ hồ không ai thông qua hoạt động lần này nhận biết chúng ta. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}尝试安抚他：“何故在此谈论是非？时候不早了，回去休息吧。”那人理都不理{0}。群众受到了装神弄鬼的影响。	{0} Nếm thử trấn an hắn: Cớ gì ở đây đàm luận không phải là? Thời điểm không còn sớm, đi về nghỉ ngơi đi. Người kia không thèm để ý {0}. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}向其怒吼：“一派胡言！”他居然被吓跑了。群众觉得更加安全。	{0} Hướng gầm thét: Nói bậy nói bạ! Hắn thế mà bị hù chạy. Quần chúng cảm thấy càng thêm an toàn.
{0}向其怒吼：“你再不停下，小心我打你！”“就是他！他就是万恶之源！”看来{0}还不够有威慑力，群众用怀疑的眼神看着{0}。群众受到了装神弄鬼的影响。	{0} Hướng gầm thét: Ngươi lại không dừng lại, cẩn thận ta đánh ngươi! Chính là hắn! Hắn chính là Vạn Ác Chi Nguyên! Xem ra {0} Còn chưa đủ có lực uy hiếp, quần chúng dùng ánh mắt hoài nghi nhìn xem {0}. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}对众人说：“你这么能干，不如加入我们吧。”但他并不愿意。群众受到了装神弄鬼的影响。	{0} Nói với mọi người: Ngươi như thế tài giỏi, không bằng gia nhập chúng ta đi. Nhưng hắn cũng không nguyện ý. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}说走上前去，与他辩论。他与{0}说了半天，驴头不对马嘴，装神弄鬼结束了。	{0} Nói đi ra phía trước, cùng hắn biện luận. Hắn cùng {0} Nói hồi lâu, con lừa đầu không đối ngựa miệng, giả thần giả quỷ kết thúc.
{0}带了些食物。但他并不需要吃东西。群众受到了装神弄鬼的影响。	{0} Mang theo chút đồ ăn. Nhưng hắn cũng không cần ăn cái gì. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}带了些灵石，但他不认识灵石。群众受到了装神弄鬼的影响。	{0} Mang theo chút linh thạch, nhưng hắn không biết linh thạch. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}拿了根木棍，想要将其打晕。“就是他！他就是万恶之源！”群众用怀疑的眼神看着{0}，没想到他恶人先告状。群众受到了装神弄鬼的影响。	{0} Cầm cây côn gỗ, như muốn đánh ngất xỉu. Chính là hắn! Hắn chính là Vạn Ác Chi Nguyên! Quần chúng dùng ánh mắt hoài nghi nhìn xem {0}, không nghĩ tới hắn ác nhân cáo trạng trước. Quần chúng nhận lấy giả thần giả quỷ ảnh hưởng.
{0}拿了块石头，向他砸了过去。他被打晕了，群众也被吓到了。	{0} Cầm tảng đá, hướng hắn đập tới. Hắn bị đánh ngất xỉu, quần chúng cũng bị hù dọa.
{0}尝试安抚他们，展现了处世之道：“生意讲究公平竞争。你们这样打闹，怕是神仙都不敢再来了。”他们双方觉得有些道理，不再争吵。群众投来赞许的目光。	{0} Nếm thử trấn an bọn hắn, hiện ra xử thế chi đạo: Sinh ý giảng cứu công bằng cạnh tranh. Các ngươi dạng này đùa giỡn, sợ là thần tiên cũng không dám trở lại. Bọn hắn song phương cảm thấy có chút đạo lý, không còn cãi lộn. Quần chúng quăng tới ánh mắt tán dương.
{0}向他们吼道：“吵什么吵？再吵生意就别做了！”然而他们人多势众，{0}说的话几乎无人在乎。	{0} Hướng bọn hắn quát: Nhốn nháo cái gì mà nhốn nháo? Lại nhao nhao sinh ý cũng đừng làm! Nhưng mà bọn hắn người đông thế mạnh, {0} Nói lời cơ hồ không người quan tâm.
{0}对众人说：“你们都来做我们的信徒吧，这样大家都是一家人了。”但他们并不愿意，继续争吵。	{0} Nói với mọi người: Các ngươi đều tới làm tín đồ của chúng ta đi, như vậy mọi người đều là người một nhà. Nhưng bọn hắn cũng không nguyện ý, tiếp tục cãi lộn.
{0}说：“打死他们！今天就要分个胜负！。”没想到他们真的打了起来，一片混乱。群众害怕地逃走了。	{0} Nói: Đánh chết bọn hắn! Hôm nay liền muốn phân cái thắng bại!. Không nghĩ tới bọn hắn thật đánh lên, hỗn loạn tưng bừng. Quần chúng sợ trốn.
{0}拿了根木棍，想要攻击他们。然而他们人多势众。	{0} Cầm cây côn gỗ, muốn công kích bọn hắn. Nhưng mà bọn hắn người đông thế mạnh.
{0}拿了块石头，向其中一位砸了过去。他们其中一位被打晕了，其他人也突然被吓到。	{0} Cầm tảng đá, hướng trong đó một vị đập tới. Bọn hắn trong đó một vị bị đánh ngất xỉu, những người khác cũng đột nhiên bị hù dọa.
{0}无动于衷，几乎没人通过这次活动认识我们。他们中只有少部分人在此地住了下来。	{0} Thờ ơ, cơ hồ không ai thông qua hoạt động lần này nhận biết chúng ta. Trong bọn họ chỉ có một số nhỏ người ở chỗ này ở lại.
{0}尝试安抚他们，展现了处世之道：“此地还算安全，人也很多，相比荒野机会多不少，不失为好办法。”他们觉得有道理，全都在此地安家。	{0} Nếm thử trấn an bọn hắn, hiện ra xử thế chi đạo: Nơi đây coi như an toàn, người cũng rất nhiều, so sánh hoang dã nhiều cơ hội không ít, vẫn có thể xem là biện pháp tốt. Bọn hắn cảm thấy có đạo lý, tất cả đều ở đây an gia.
{0}对他们说道：“这里太危险，快走！”他们被吓走了。	{0} Đối bọn hắn nói: Nơi này quá nguy hiểm, đi mau! Bọn hắn bị dọa đi.
{0}对众人说：“你们都来做我们的信徒吧，我可保你们安全。”他们不太相信，只有部分成为了信众。	{0} Nói với mọi người: Các ngươi đều tới làm tín đồ của chúng ta đi, ta có thể bảo vệ các ngươi an toàn. Bọn hắn không quá tin tưởng, chỉ có bộ phận trở thành tín đồ.
{0}说：“这里没什么人监管，你懂的。”难民流入后，影响了此地的稳定。	{0} Nói: Nơi này không có người nào giám thị, ngươi hiểu. Nạn dân chảy vào sau, ảnh hưởng tới nơi đây ổn định.
{0}带了些食物送给他们，他们拿了食物后非常感激，几乎全部成为了信众。	{0} Mang theo chút đồ ăn đưa cho bọn họ, bọn hắn cầm đồ ăn sau phi thường cảm kích, cơ hồ toàn bộ trở thành tín đồ.
{0}带了些灵石，但他们不认识灵石。他们中只有少部分人在此地住了下来。	{0} Mang theo chút linh thạch, nhưng bọn hắn không biết linh thạch. Trong bọn họ chỉ có một số nhỏ người ở chỗ này ở lại.
{0}带了些木材，但他们不缺木材。他们中只有少部分人在此地住了下来。	{0} Mang theo chút vật liệu gỗ, nhưng bọn hắn không thiếu vật liệu gỗ. Trong bọn họ chỉ có một số nhỏ người ở chỗ này ở lại.
{0}带了些石料，但他们不需要石料。他们中只有少部分人在此地住了下来。	{0} Mang theo chút vật liệu đá, nhưng bọn hắn không cần vật liệu đá. Trong bọn họ chỉ có một số nhỏ người ở chỗ này ở lại.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。他们中只有少部分人在此地住了下来。	{0} Nhìn thoáng qua chúng đệ tử, giống như không có người nào tương đối đặc biệt, khẽ thở dài một cái. Trong bọn họ chỉ có một số nhỏ người ở chỗ này ở lại.
{0}尝试安抚他，但除此之外也别无他法。他最终还是去世了。	{0} Nếm thử trấn an hắn, nhưng trừ cái đó ra cũng đừng không cách khác. Hắn cuối cùng vẫn qua đời.
{0}说道：“别放弃！还有希望！快给我爬起来！”但他已没有了力气。	{0} Nói: Đừng từ bỏ! Còn có hi vọng! Nhanh cho ta đứng lên! Nhưng hắn đã không có khí lực.
{0}对众人说：“来加入我们吧，这样我们就能帮你。”他倒是说加入我们，但还是无法再活下去。	{0} Nói với mọi người: Đến gia nhập chúng ta đi, dạng này chúng ta liền có thể giúp ngươi. Hắn ngược lại là nói gia nhập chúng ta, nhưng vẫn là không cách nào lại sống sót.
{0}尝试查明他的病因，但无奈他经脉全断，身边又无修行之人，只能离去.	{0} Nếm thử tra ra bệnh của hắn bởi vì, nhưng bất đắc dĩ hắn kinh mạch toàn đoạn, bên người lại không có người tu hành, chỉ có thể rời đi.
{0}带了些食物。可他就算吃了也无济于事。	{0} Mang theo chút đồ ăn. Nhưng hắn coi như ăn cũng không làm nên chuyện gì.
{0}查明了病因，并找附近的散修购买药物，并让他服用，居然很快就显效了。那位散修在周边有一定声望，对{0}大加赞许。	{0} Tra ra nguyên nhân bệnh, cũng tìm phụ cận tán tu mua dược vật, cũng để hắn phục dụng, thế mà rất nhanh liền hiển hiệu. Vị kia tán tu tại xung quanh có nhất định danh vọng, đối {0} Lớn thêm khen ngợi.
{0}查明了病因，并找附近的散修购买药物，售价100，但身上的灵石数量居然不够买。	{0} Tra ra nguyên nhân bệnh, cũng tìm phụ cận tán tu mua dược vật, giá bán 100, nhưng trên thân linh thạch số lượng thế mà không đủ mua.
{0}拿了根木棍，并不忍心攻击他。	{0} Cầm cây côn gỗ, cũng không nhẫn tâm công kích hắn.
{0}拿了块石头，向他砸了过去，让他解脱。被群众看见了，认为{0}十分残忍。	{0} Cầm tảng đá, hướng hắn đập tới, để hắn giải thoát. Bị quần chúng nhìn thấy, cho rằng {0} Mười phần tàn nhẫn.
{0}无动于衷，群众纷纷表示怀疑。	{0} Thờ ơ, quần chúng nhao nhao biểu thị hoài nghi.
{0}尝试安抚他们，展现了处世之道：“不好意思，是我的错，去我那里吧，我帮你。”老大爷居然站了起来，“不了不了，我才不去。”群众哈哈大笑，佩服{0}的智慧。	{0} Nếm thử trấn an bọn hắn, hiện ra xử thế chi đạo: Không có ý tứ, là lỗi của ta, đi ta nơi đó đi, ta giúp ngươi. Lão đại gia thế mà đứng lên, không được không được, ta mới không đi. Quần chúng cười ha ha, bội phục {0} Trí tuệ.
{0}喊道：“敢讹人？再不起来我就打死你！”他十分害怕，连滚带爬地走了。	{0} Hô: Dám ngoa nhân? Lại không ta liền đánh chết ngươi! Hắn mười phần sợ hãi, lộn nhào đi.
{0}对众人说：“来加入我们吧，不仅能治疗好腿，还能延年益寿！”然而他并不相信，只想要赔偿。群众纷纷开始怀疑{0}。	{0} Nói với mọi người: Đến gia nhập chúng ta đi, không chỉ có thể chữa trị xong chân, còn có thể kéo dài tuổi thọ! Nhưng mà hắn cũng không tin tưởng, chỉ muốn phải bồi thường. Quần chúng nhao nhao bắt đầu hoài nghi {0}.
{0}说：“你恐怕不是腿断了，是头断了吧。我帮你治一治？”老大爷吓傻了，连滚带爬地走了。	{0} Nói: Ngươi chỉ sợ không phải chân gãy, là đầu đoạn mất đi. Ta giúp ngươi trị một chút? Lão đại gia sợ choáng váng, lộn nhào đi.
{0}带了些食物给他，他拿了食物还嫌不够，不过群众不再怀疑。	{0} Mang theo chút đồ ăn cho hắn, hắn cầm đồ ăn còn ngại không đủ, bất quá quần chúng không còn hoài nghi.
{0}带了些灵石，但他不认识灵石。群众纷纷开始怀疑{0}。	{0} Mang theo chút linh thạch, nhưng hắn không biết linh thạch. Quần chúng nhao nhao bắt đầu hoài nghi {0}.
{0}拿了根木棍，向他打了过去，他被吓跑了。群众也受到了惊吓。	{0} Cầm cây côn gỗ, hướng hắn đánh qua, hắn bị hù chạy. Quần chúng cũng nhận kinh hãi.
{0}拿了块石头，向他砸了过去，他机灵地躲开了。被群众看见了，以为{0}在欺负弱小。	{0} Cầm tảng đá, hướng hắn đập tới, hắn cơ linh né tránh. Bị quần chúng nhìn thấy, coi là {0} Đang khi dễ nhỏ yếu.
{0}啥都没说。	{0} Cái gì đều không nói.
{0}想了想没有什么处世方法可用来传道。	{0} Nghĩ nghĩ không có cái gì xử thế phương pháp có thể dùng để truyền đạo.
“信我者生，不信者死！”{0}摆出一副打人的架势，手上还拿着长剑。民众感到恐惧，走的走逃的逃。	Kẻ tin ta sinh, không tin người chết!{0} Bày ra một bộ đánh người tư thế, trên tay còn cầm trường kiếm. Dân chúng cảm thấy sợ hãi, đi thì đi trốn thì trốn.
{0}嗓音浑厚，像是歌唱般诉说者教义。群众听得入迷，驻足凝听，忘记了自己准备去做什么。	{0} Tiếng nói hùng hậu, giống như là ca hát kể ra người giáo nghĩa. Quần chúng nghe được mê mẩn, ngừng chân lắng nghe, quên đi mình chuẩn bị đi làm cái gì.
{0}信口开河，张口就来，说了很多诡异狡猾的方法，民众将信将疑。	{0} Ăn nói lung tung, há mồm liền ra, nói rất nhiều quỷ dị giảo hoạt phương pháp, dân chúng nửa tin nửa ngờ.
{0}拿了一碗面站在路边。大家不知道他在干什么。	{0} Cầm một tô mì đứng tại ven đường. Mọi người không biết hắn đang làm gì.
{0}拿了一颗灵石站在路边。大家不知道他在干什么。	{0} Cầm một viên linh thạch đứng tại ven đường. Mọi người không biết hắn đang làm gì.
{0}拿了一根棍子站在路边。大家不知道他在干什么。	{0} Cầm một cây gậy đứng tại ven đường. Mọi người không biết hắn đang làm gì.
{0}拿了一块石头站在路边。大家不知道他在干什么。	{0} Cầm một khối đá đứng tại ven đường. Mọi người không biết hắn đang làm gì.
{0}啥都没说。群众认为{0}是怕了。	{0} Cái gì đều không nói. Quần chúng cho rằng {0} Là sợ.
{0}尝试使用处世手段安抚他，但他看起来就是来找茬的，毫无办法。	{0} Nếm thử sử dụng xử thế thủ đoạn trấn an hắn, nhưng hắn nhìn chính là đến gây chuyện, không có biện pháp.
{0}说：“居然敢侮辱我神，让我消灭你！”说完就与他打了起来。最后总算是战胜了他。但转眼一看，大家都逃走了。	{0} Nói: Lại dám vũ nhục ta thần, để cho ta tiêu diệt ngươi! Nói xong cũng cùng hắn đánh lên. Cuối cùng cuối cùng là chiến thắng hắn. Nhưng đảo mắt xem xét, tất cả mọi người trốn.
{0}摆出邀请的手势：“既然你有意见，何不上台来直抒胸臆？”那人不好意思地走了。传道进行顺利。	{0} Bày ra mời thủ thế: Đã ngươi có ý kiến, sao không lên đài thẳng thắn phát biểu suy nghĩ trong lòng? Người kia ngượng ngùng đi. Truyền đạo tiến hành thuận lợi.
{0}说：“你这么做很没有道理，我要和你辩一辩。”但他不理不睬，就是大喊大叫。	{0} Nói: Ngươi làm như vậy rất không có đạo lý, ta muốn cùng ngươi biện một biện. Nhưng hắn hờ hững, chính là la to.
{0}拿了一根棍子，对着大汉说：“你再说一句？”大汉身强体壮，毫不慌张，群众倒是受到了惊吓。	{0} Cầm một cây gậy, đối đại hán nói: Ngươi nói thêm câu nữa? Đại hán thân thể cường tráng, không hoảng hốt chút nào, quần chúng ngược lại là nhận lấy kinh hãi.
{0}拿了一块石头，准备砸向大汉。然而大汉躲开了攻击。群众认为{0}为人不善。	{0} Cầm một khối đá, chuẩn bị đánh tới hướng đại hán. Nhưng mà đại hán né tránh công kích. Quần chúng cho rằng {0} Làm người bất thiện.
{0}没有阻止他。书生越来越猖狂，群众觉得很讨厌，纷纷离去了。	{0} Không có ngăn cản hắn. Thư sinh càng ngày càng càn rỡ, quần chúng cảm thấy rất chán ghét, nhao nhao rời đi.
{0}尝试安抚他，但他看起来就是来找茬的，毫无办法。	{0} Nếm thử trấn an hắn, nhưng hắn nhìn chính là đến gây chuyện, không có biện pháp.
{0}说：“住口！你竟敢妄议神明？来人，让他见识见识神的惩戒！”书生吓跑了，传道顺利进行。	{0} Nói: Im ngay! Ngươi dám vọng nghị thần minh? Người tới, để hắn kiến thức một chút thần trừng trị! Thư sinh hù chạy, truyền đạo thuận lợi tiến hành.
{0}摆出邀请的手势：“既然你这么有学问，何不加入我们？”书生轻蔑地看着我们，说道：“哼，良禽择木而栖！”	{0} Bày ra mời thủ thế: Đã ngươi như thế có học vấn, sao không gia nhập chúng ta? Thư sinh khinh miệt xem chúng ta, nói: Hừ, chim khôn biết chọn cây mà đậu!
{0}与他不断辩论，面红耳赤，忘了传道这回事。群众觉得无聊，四散而去。	{0} Cùng hắn không ngừng biện luận, mặt đỏ tới mang tai, quên truyền đạo chuyện này. Quần chúng cảm thấy nhàm chán, đi tứ tán.
{0}拿了一碗面给他吃，但他并不饿。大群众不解，大部分都离去了	{0} Cầm một tô mì cho hắn ăn, nhưng hắn cũng không đói. Nhóm lớn chúng không hiểu, đại bộ phận đều rời đi
{0}准备送他一颗灵石，书生完全不知道这是什么。群众不解，大部分都离去了	{0} Chuẩn bị tiễn hắn một viên linh thạch, thư sinh hoàn toàn không biết đây là cái gì. Quần chúng không hiểu, đại bộ phận đều rời đi
{0}拿了一根棍子，对着书生说：“你再说一句？”书生吓跑了，但群众也受到了惊吓。	{0} Cầm một cây gậy, đối thư sinh nói: Ngươi nói thêm câu nữa? Thư sinh hù chạy, nhưng quần chúng cũng nhận kinh hãi.
{0}拿了一块石头向书生砸了过去。书生没反应过来直接被砸晕。群众也吓跑了。	{0} Cầm một khối đá hướng thư sinh đập tới. Thư sinh không có kịp phản ứng trực tiếp bị nện choáng. Quần chúng cũng hù chạy.
{0}没有阻止她。大妈声音越来越大，群众觉得很讨厌，纷纷离去了。	{0} Không có ngăn cản nàng. Bác gái thanh âm càng lúc càng lớn, quần chúng cảm thấy rất chán ghét, nhao nhao rời đi.
{0}尝试安抚她，但他看起来就是来找茬的，毫无办法。	{0} Nếm thử trấn an nàng, nhưng hắn nhìn chính là đến gây chuyện, không có biện pháp.
{0}说：“住口！你竟敢妄议神明？让你尝尝神的……”大妈居然没等话说完就骂了回来：“你们居然欺负一个弱女子？就这样还想让别人供奉？我呸！”群众对{0}同样表示唾弃。	{0} Nói: Im ngay! Ngươi dám vọng nghị thần minh? Để ngươi nếm thử thần...... Bác gái thế mà không đợi nói cho hết lời liền mắng trở về: Các ngươi thế mà khi dễ một cái nhược nữ tử? Cứ như vậy còn nghĩ để người khác cung phụng? Ta nhổ vào! Quần chúng đối {0} Đồng dạng biểu thị phỉ nhổ.
{0}摆出邀请的手势：“既然你觉得好，来加入我们吧。”大妈好像没听见一样，还在叫好。	{0} Bày ra mời thủ thế: Đã ngươi cảm thấy tốt, đến gia nhập chúng ta đi. Bác gái giống như giống như không nghe thấy, còn đang gọi tốt.
{0}说道：“啊，这不是翠花吗？你儿子收入多少啊？结婚了吗？生孩子了吗？为什么要来这里啊，看破红尘了吗？”大妈不堪受辱，只能离去。传道顺利进行。	{0} Nói: A, đây không phải Thúy Hoa sao? Con của ngươi thu nhập nhiều ít a? Kết hôn sao? Sinh con sao? Tại sao lại muốn tới nơi này a, khám phá hồng trần sao? Bác gái không chịu nhục nổi, chỉ có thể rời đi. Truyền đạo thuận lợi tiến hành.
{0}拿了一碗面给她，但她并不饿。群众不解，大部分都离去了。	{0} Cầm một tô mì cho nàng, nhưng nàng cũng không đói. Quần chúng không hiểu, đại bộ phận đều rời đi.
{0}打算送她灵石，但她不认识灵石。群众不解，大部分都离去了。	{0} Dự định đưa nàng linh thạch, nhưng nàng không biết linh thạch. Quần chúng không hiểu, đại bộ phận đều rời đi.
{0}拿了一根棍子，对着大妈说：“你再说一句？”大妈摊在地上，哭喊：“救命啊，杀人啦！”{0}被群众阻止了。	{0} Cầm một cây gậy, đối bác gái nói: Ngươi nói thêm câu nữa? Bác gái bày trên mặt đất, kêu khóc: Cứu mạng a, giết người rồi!{0} Bị quần chúng ngăn trở.
{0}拿了一块石头，直接砸向大妈，她没来得及反应，被砸晕了过去。群众十分愤怒。	{0} Cầm một khối đá, trực tiếp đánh tới hướng bác gái, nàng chưa kịp phản ứng, bị nện hôn mê bất tỉnh. Quần chúng mười phần phẫn nộ.
