Key	Value
请选择要吃掉的道具	Mời lựa chọn muốn ăn rơi đạo cụ
请选择要吃掉的材料	Mời lựa chọn muốn ăn rơi vật liệu
请选择要吃掉的建材	Mời lựa chọn muốn ăn rơi vật liệu xây dựng
请选择要吞噬的道具	Mời lựa chọn muốn thôn phệ đạo cụ
请选择要炼制的道具	Mời lựa chọn muốn luyện chế đạo cụ
请选择一个空闲的炼宝炉	Mời lựa chọn một cái nhàn rỗi luyện bảo lô
请选择一个道具	Mời lựa chọn một cái đạo cụ
请选择一个法宝	Mời lựa chọn một cái pháp bảo
请选择一张符纸	Mời lựa chọn một trương lá bùa
请选择一个无修为的同种族角色	Mời lựa chọn một cái không tu vi cùng chủng tộc nhân vật
请选择一个无修为的异性同种族角色	Mời lựa chọn một cái không tu vi khác phái cùng chủng tộc nhân vật
请选择一个角色	Mời lựa chọn một vai
请选择神国期及以上境界的神道修行者	Mời lựa chọn thần quốc kỳ trở lên cảnh giới thần đạo người tu hành
请选择一个无修为的角色/弥留中的角色/精怪	Mời lựa chọn một cái không tu vi nhân vật / Di lưu bên trong nhân vật / Tinh quái
请选择一个无修为的角色	Mời lựa chọn một cái không tu vi nhân vật
请选择目标点	Mời lựa chọn mục tiêu điểm
请选择攻击目标	Mời lựa chọn mục tiêu công kích
请选择一个要传授的对象	Mời lựa chọn một cái muốn truyền thụ đối tượng
请选择一个释放的目标	Mời lựa chọn một cái phóng thích mục tiêu
请选择一个空的墓地	Mời lựa chọn một cái không mộ địa
请选择一个空闲的丹炉	Mời lựa chọn một cái nhàn rỗi đan lô
请选择需要灌顶的内门弟子	Mời lựa chọn cần quán đỉnh nội môn đệ tử
请选择一个物品或者实体	Mời lựa chọn một cái vật phẩm hoặc là thực thể
请选择一本秘籍	Mời lựa chọn một bản bí tịch
请选择一个要被吞噬的物体	Mời lựa chọn một cái muốn bị thôn phệ vật thể
请选择一个要埋葬的角色	Mời lựa chọn một cái muốn mai táng nhân vật
请选择一处水域	Mời lựa chọn một chỗ thuỷ vực
这将会打断当前工作，确认立即进行突破吗？	Cái này sẽ đánh gãy trước mắt công việc, xác nhận lập tức tiến hành đột phá sao?
瓶颈突破	Bình cảnh đột phá
这将会打断当前工作，确认立即进行渡劫吗？	Cái này sẽ đánh gãy trước mắt công việc, xác nhận lập tức tiến hành độ kiếp sao?
道行天劫	Đạo hạnh thiên kiếp
寿元天劫	Thọ Nguyên Thiên cướp
多次吞食	Nhiều lần nuốt
重复{0:N0}次	Lặp lại {0:N0} Lần
多次道淬	Nhiều lần đạo tôi
多次幽淬	Nhiều lần u tôi
多次灵淬	Nhiều lần linh tôi
迟迟没有护法降临,可能不会来了。	Chậm chạp không có hộ pháp giáng lâm, có thể sẽ không tới.
护法[color=#{3}][{0}·{1}][/color]降临并答应为{2}提供庇护！\n{4}	Hộ pháp [color=#{3}][{0}·{1}][/color] Giáng lâm cũng đáp ứng vì {2} Cung cấp che chở!\n{4}
护法[color=#{3}][{0}·{1}][/color]降临，因{2}已有同类庇护，所以拒绝了请求。	Hộ pháp [color=#{3}][{0}·{1}][/color] Giáng lâm, bởi vì {2} Đã có đồng loại che chở, cho nên cự tuyệt thỉnh cầu.
{0}获得{1}点信仰	{0} Thu hoạch được {1} Điểm tín ngưỡng
旧的傀儡将会被替换掉，确定要继续吗？	Cũ khôi lỗi sẽ bị thay thế đi, nhất định phải tiếp tục sao?
确定要对{0}施展吗？这将会导致死亡。	Nhất định phải đối {0} Thi triển sao? Cái này sẽ dẫn đến cái chết.
凝珀之术	Ngưng phách chi thuật
确定要对{0}施展吗？这将会导致它永远失去灵性。	Nhất định phải đối {0} Thi triển sao? Cái này sẽ dẫn đến nó vĩnh viễn mất đi linh tính.
确定要夺舍{0}吗？	Nhất định phải đoạt xá {0} Sao?
攻击目标为非敌方单位，确定要发起攻击吗？	Mục tiêu công kích vì không phải địch quân đơn vị, nhất định phải phát động công kích sao?
信仰圣物一生只能炼制一次，确定要使用[{0}]炼制吗？	Tín ngưỡng thánh vật cả đời chỉ có thể luyện chế một lần, nhất định phải sử dụng [{0}] Luyện chế sao?
多次画符	Nhiều lần vẽ bùa
修炼速度停滞，无法入定。	Tốc độ tu luyện đình trệ, không cách nào nhập định.
寿命不足，无法入定。	Tuổi thọ không đủ, không cách nào nhập định.
选择入定时长	Lựa chọn nhập định lúc dài
时长:{2}\n消耗寿元:{0:N0}/{1:N0}   消耗精元：{5}{3:N0}{6}/{4:N0}	Lúc dài:{2}\n Tiêu hao thọ nguyên:{0:N0}/{1:N0} Tiêu hao tinh nguyên: {5}{3:N0}{6}/{4:N0}
没有可以传授的秘籍或者参悟	Không có có thể truyền thụ bí tịch hoặc là lĩnh hội
参悟经验：{0:F0}/{1:F0}\n	Lĩnh hội: \n[color=#009900]{0:F0}[/color] / {1:F0}\n
\n提高道行：{0}\n	\n Đạo hạnh: :[color=#009900]{0}[/color]\n
分类:{0}\n	Phân loại:[color=#009900]{0}[/color]\n
参悟经验：{0:F0}/{1:F0}	Lĩnh hội kinh nghiệm: {0:F0}/{1:F0}
\n[color=#ff0000]境界不够({0}/{1})[/color]	\n[color=#ff0000] Cảnh giới không đủ ({0}/{1})[/color]
\n[color=#ff0000]仅限自行领悟[/color]	\n[color=#ff0000] Giới hạn tự hành lĩnh ngộ [/color]
\n提高道行：{0}	\n Đạo hạnh: \n{0}
你选择了传授多个秘籍，传功者会逐个等待弟子参悟值足够时再进行传授。	Ngươi lựa chọn truyền thụ nhiều cái bí tịch, truyền công người sẽ từng cái chờ đợi đệ tử lĩnh hội giá trị đầy đủ lúc lại tiến hành truyền thụ.
请选择秘籍	Mời lựa chọn bí tịch
该角色正在被施展神通	Nên nhân vật đang bị thi triển thần thông
该角色不能作为目标	Nên nhân vật không thể làm mục tiêu
该角色已经失去珀了	Nên nhân vật đã mất đi phách
不适合或者已被占用	Không thích hợp hoặc là đã bị chiếm dụng
地点不可达	Địa điểm không thể đạt tới
该物体没有灵气	Nên vật thể không có linh khí
无法蕴养	Không cách nào uẩn dưỡng
不是法宝	Không phải pháp bảo
没有多余的个数	Không có dư thừa số lượng
该物品不能食用	Vật phẩm đấy không thể dùng ăn
暂时无法吞噬品阶大于{0:F2}的物品	Tạm thời không cách nào thôn phệ phẩm giai lớn hơn {0:F2} Vật phẩm
无法炼化该类型的物品	Không cách nào luyện hóa nên loại hình vật phẩm
没有炼化物品的能力	Không có luyện hóa vật phẩm năng lực
无法吞食该物品	Không cách nào nuốt vật phẩm đấy
没有吞食建筑材料的能力	Không có nuốt kiến trúc vật liệu năng lực
不能放置在此处	Không thể cất đặt ở chỗ này
放置物品到置物台	Cất đặt vật phẩm đến đưa vật đài
该物品正在被使用	Vật phẩm đấy đang bị sử dụng
该物品已经不能开光了	Vật phẩm đấy đã không thể khai quang
该物品不能被道淬了	Vật phẩm đấy không thể bị đạo tôi
找不到物品[劫灰]	Tìm không thấy vật phẩm [ Kiếp tro ]
当前品阶：{1} 道淬成功率：{0} {2}	Trước mắt phẩm giai: {1} Đạo tôi xác suất thành công: {0} {2}
[color=#FF0000](无提升)[/color]	[color=#FF0000]( Không tăng lên )[/color]
该物品不能被灵淬了	Vật phẩm đấy không thể bị linh tôi
找不到物品[灵珀]	Tìm không thấy vật phẩm [ Linh phách ]
灵淬成功率：{0}	Linh tôi xác suất thành công: {0}
找不到物品[幽珀]	Tìm không thấy vật phẩm [ U phách ]
当前品阶：{1} 幽淬成功率：{0} {2}	Trước mắt phẩm giai: {1} U tôi xác suất thành công: {0} {2}
该物品没有灵气	Vật phẩm đấy không có linh khí
该物品不是玄牝珠	Vật phẩm đấy không phải Huyền Tẫn Châu
该物品不能作为赋灵对象	Vật phẩm đấy không thể làm phú linh đối tượng
该植物正在被使用	Nên thực vật đang bị sử dụng
不能装备或者已被锁定	Không thể trang bị hoặc là đã bị khóa chặt
外门弟子不能装备该物品	Ngoại môn đệ tử không thể trang bị vật phẩm đấy
体修不能装备该物品	Thể tu không thể trang bị vật phẩm đấy
这个秘籍已经学会了	Cái này bí tịch đã học xong
秘宝需要认主后才可以被装备	Bí bảo cần nhận chủ sau mới có thể bị trang bị
已经被其他角色绑定	Đã bị cái khác nhân vật khóa lại
性别不合适	Giới tính không thích hợp
没有对应的装备槽位了	Không có đối ứng trang bị rãnh vị
当前装备命令太多	Trước mắt trang bị mệnh lệnh quá nhiều
背包格已满	Ba lô cách đã đủ
物品被锁定	Vật phẩm bị khóa định
不是内门弟子	Không phải nội môn đệ tử
不能传给这个角色	Không thể truyền cho nhân vật này
只能传授给低代弟子	Chỉ có thể truyền thụ cho thấp đời đệ tử
不能传给比自己境界高的弟子	Không thể truyền cho so với mình cảnh giới cao đệ tử
该角色正忙	Nên nhân vật đang bề bộn
兽形态的弟子无法被传授	Hình thú thái đệ tử không cách nào bị truyền thụ
该角色不能再次作为目标了	Nên nhân vật không thể lần nữa làm mục tiêu
该角色已经淬体过了	Nên nhân vật đã tôi thể qua
该对象不能被凝珀	Nên đối tượng không thể bị ngưng phách
该角色不能作为夺舍目标	Nên nhân vật không thể làm đoạt xá mục tiêu
该角色不能被吸灵	Nên nhân vật không thể bị hấp linh
该角色不在弥留状态	Nên nhân vật không tại di lưu trạng thái
角色已经死亡	Nhân vật đã tử vong
该单位不能作为目标	Nên đơn vị không thể làm mục tiêu
该对象不能被攻击	Nên đối tượng không thể bị công kích
不能作为此技能的对象	Không thể làm này kỹ năng đối tượng
该物品不能用于炼制	Vật phẩm đấy không thể dùng để luyện chế
没有空闲的个数	Không rảnh rỗi số lượng
成功率:{0} 灵气:{1}	Xác suất thành công:{0} Linh khí:{1}
灵气不足:{1}({2:N0}) 炼制成功率:{0}	Linh khí không đủ:{1}({2:N0}) Luyện chế thành công suất:{0}
成功率:{0} 灵气:{1} 心境:{2}	Linh khí: {1} Tâm cảnh: {2} Xác suất thành công: {0}
不能用来炼宝	Không thể dùng đến luyện bảo
该建筑正忙	Nên kiến trúc đang bề bộn
该物品不能用于绘制符咒	Vật phẩm đấy không thể dùng để vẽ phù chú
不能用来炼丹	Không thể dùng đến luyện đan
不能用来埋葬	Không thể dùng đến mai táng
已经被使用	Đã bị sử dụng
这个秘籍已经录入了	Cái này bí tịch đã ghi vào
这个秘籍正准备录入	Cái này bí tịch đang chuẩn bị ghi vào
这个秘籍已有录入命令	Cái này bí tịch đã có ghi vào mệnh lệnh
该秘籍已被锁定	Nên bí tịch đã bị khóa chặt
该秘籍无法被录入	Nên bí tịch không cách nào bị ghi vào
藏经阁没有足够的道行	Tàng Kinh Các cũng không đủ đạo hạnh
已有精怪想要吞噬该物品	Đã có tinh quái muốn thôn phệ vật phẩm đấy
此处已经有人占用，无法垂钓	Nơi đây đã có người chiếm dụng, không cách nào thả câu
无法记下更多的片段	Không cách nào ghi lại càng nhiều đoạn ngắn
是否确定记忆该思绪片段，记忆后将无法放回。	Phải chăng xác định ký ức nên suy nghĩ đoạn ngắn, ký ức sau đem không cách nào thả lại.
是否确定删除该思绪片段，删除以后无法恢复。	Phải chăng xác định xóa bỏ nên suy nghĩ đoạn ngắn, xóa bỏ về sau không cách nào khôi phục.
当前状态无法思考	Trước mắt trạng thái không cách nào suy nghĩ
{0}正在觉醒灵智，无法思考。	{0} Ngay tại thức tỉnh linh trí, không cách nào suy nghĩ.
是否确定开始思考，该次思考将不会产生任何思绪，并将清除所有未记忆的思绪片段	Phải chăng xác định bắt đầu suy nghĩ, nên lần suy nghĩ sẽ không sinh ra bất luận cái gì suy nghĩ, cũng đem thanh trừ tất cả chưa ký ức suy nghĩ đoạn ngắn
此次思考将消耗所选思绪片段，产生{0}：{1}{2}，并清除所有未记忆的片段。是否确定？	Lần này suy nghĩ đem tiêu hao lựa chọn suy nghĩ đoạn ngắn, sinh ra {0}: {1}{2}, cũng thanh trừ tất cả chưa ký ức đoạn ngắn. Phải chăng xác định?
（已被使用，再次使用属性将不会叠加）	( Đã bị sử dụng, lần nữa sử dụng thuộc tính sẽ không điệp gia )
{0}\n{1}次思考后遗忘	{0}\n{1} Lần sau khi tự hỏi lãng quên
（效果已存在）	( Hiệu quả đã tồn tại )
{0}次思考后遗忘	{0} Lần sau khi tự hỏi lãng quên
清空已选择的思绪片段	Thanh không đã chọn chọn suy nghĩ đoạn ngắn
将该思绪片段加入思考	Đem nên suy nghĩ đoạn ngắn gia nhập suy nghĩ
正在思考	Ngay tại suy nghĩ
思考中，剩余{0:N0}秒	Suy nghĩ bên trong, còn thừa {0:N0} Giây
思绪片段({0}/{1})	Suy nghĩ đoạn ngắn ({0}/{1})
记忆({0}/{1})	Ký ức ({0}/{1})
{0}\n[color=#FF0000]<ti tip='阵法每秒消耗灵气大于阵眼灵气的0.5%'>以下角色负担较大：\n{1}</ti>[/color]	{0}\n[color=#FF0000]<ti tip='Trận pháp mỗi giây tiêu hao linh khí lớn hơn trận nhãn linh khí 0.5%'> Trở xuống nhân vật gánh vác khá lớn: \n{1}</ti>[/color]
阵枢角色未设置，无法布阵	Trận trụ cột nhân vật chưa thiết trí, không cách nào bày trận
阵法稳定度不足，无法布阵	Trận pháp ổn định độ không đủ, không cách nào bày trận
选择阵法人选	Lựa chọn trận pháp nhân tuyển
{0}\n倍率：{1:N2}	{0}\n Bội suất: {1:N2}
飞升：{0:F0}人	Phi thăng: {0:F0} Người
历练：{0:F0}次	Lịch luyện: {0:F0} Lần
炼丹：{0:F0}次	Luyện đan: {0:F0} Lần
炼宝：{0:F0}次	Luyện bảo: {0:F0} Lần
画符：{0:F0}次	Vẽ bùa: {0:F0} Lần
击杀生物：{0:F0}个	Đánh giết sinh vật: {0:F0} Cái
击杀修行者：{0:F0}个	Đánh giết người tu hành: {0:F0} Cái
制作食物：{0:F0}种	Chế tác đồ ăn: {0:F0} Loại
稀有艺术品：{0:F0}个	Hi hữu tác phẩm nghệ thuật: {0:F0} Cái
说服成功：{0:F0}次	Thuyết phục thành công: {0:F0} Lần
习得秘籍：{0:F0}本	Tập được bí tịch: {0:F0} Bản
弟子死亡：{0:F0}个	Đệ tử tử vong: {0:F0} Cái
内门弟子死亡：{0:F0}个	Nội môn đệ tử tử vong: {0:F0} Cái
夺舍：{0:F0}次	Đoạt xá: {0:F0} Lần
入定：{0:F0}秒	Nhập định: {0:F0} Giây
搜魂大法：{0:F0}次	Sưu Hồn Đại Pháp: {0:F0} Lần
夺取寿命：{0:F0}秒	Cướp đoạt tuổi thọ: {0:F0} Giây
炼魂：{0:F0}次	Luyện hồn: {0:F0} Lần
摄神御鬼：{0:F0}次	Nhiếp thần ngự quỷ: {0:F0} Lần
炼化尸体：{0:F0}	Luyện hóa thi thể: {0:F0}
献祭：{0:F0}次	Hiến tế: {0:F0} Lần
魂体寄生：{0:F0}次	Hồn thể ký sinh: {0:F0} Lần
获取镇派法宝：{0:F0}个	Thu hoạch trấn phái pháp bảo: {0:F0} Cái
\n进度：{0:F0}/{1:F0}	\n Tiến độ: {0:F0}/{1:F0}
成就 ({0}/{1})	Thành tựu ({0}/{1})
已拥有	Đã có được
未拥有	Chưa có được
图鉴进度：{0}/{1}	Đồ giám tiến độ: {0}/{1}
{0}\n最大重量：{1:f1}斤\n捕获数量：{2}	{0}\n Lớn nhất trọng lượng: {1:f1} Cân \n Bắt được số lượng: {2}
灵智碎片已满，无法再继续添加	Linh trí mảnh vỡ đã đủ, không cách nào lại tiếp tục tăng thêm
无法启智	Không cách nào khải trí
精元容量不足以开启灵智	Tinh nguyên dung lượng không đủ để khai linh trí
灵智碎片不足以开启灵智	Linh trí mảnh vỡ không đủ để khai linh trí
当前状态无法开启灵智	Trước mắt trạng thái không cách nào khai linh trí
门派人数已达上限，无法启智	Môn phái nhân số đã đạt hạn mức cao nhất, không cách nào khải trí
灵智碎片	Linh trí mảnh vỡ
形成了新的{0}：{1}	Tạo thành mới {0}: {1}
在分别形成{1}，{2}，{3}以后，一块新的{0}产生了	Tại phân biệt hình thành {1}, {2}, {3} Về sau, một khối mới {0} Sinh ra
请输入蓝图名称	Xin điền vào bản thiết kế tên
修改蓝图信息	Sửa chữa bản thiết kế tin tức
屋顶	Nóc nhà
地板	Sàn nhà
新建建筑蓝图	Mới xây kiến trúc bản thiết kế
选择精华	Lựa chọn tinh hoa
{0}\n基础值: {1}\n提升率：{2:P3}\n额外加值：{3}	{0}\n Cơ sở giá trị: {1}\n Tăng lên suất: {2:P3}\n Ngoài định mức gia trị: {3}
\n[color=#990000](主动释放时灵气穿透会提高到3倍)[/color]	\n[color=#990000]( Chủ động phóng thích lúc linh khí xuyên thấu sẽ đề cao đến 3 Lần )[/color]
{0}(未修成)	{0}( Chưa tu thành )
精元	Tinh nguyên
{0}前无法淬炼{1}	{0} Trước không cách nào rèn luyện {1}
精元:\n{2}{0}/{1:F0}{3}	Tinh nguyên:\n{2}{0}/{1:F0}{3}
{0}({1}级){2}	{0}({1} Cấp ){2}
[失去]	[ Mất đi ]
{0}({1})\n完整度：{2:P2}	{0}({1})\n Độ hoàn hảo: {2:P2}
这是你的第一次进行淬体标签选择。在这之后，当淬体结果只有基础百炼标签可选时，系统会自动进行选择，本窗口将不再弹出。	Đây là ngươi lần thứ nhất tiến hành tôi thể nhãn hiệu lựa chọn. Tại cái này về sau, đương tôi thể kết quả chỉ có cơ sở bách luyện nhãn hiệu có thể chọn lúc, hệ thống sẽ tự động tiến hành lựa chọn, cửa sổ này sẽ không còn bắn ra.
确定要将[{0}]淬炼到[{1}]上吗?	Nhất định phải đem [{0}] Rèn luyện đến [{1}] Bên trên sao?
淬体[{0}-{1}]	Tôi thể [{0}-{1}]
已有效果({0}/{1})	Đã có hiệu quả ({0}/{1})
所有效果({0}/{1})	Tất cả hiệu quả ({0}/{1})
灵气:{0:N0}/{1:N0}	Linh khí:{0:N0}/{1:N0}
尸体({0:N0}秒)	Thi thể ({0:N0} Giây )
弥留({0:N0}秒)	Di lưu ({0:N0} Giây )
昏迷	Hôn mê
濒死	Sắp chết
(发呆)	( Ngẩn người )
{2}\n灵气值：{0:N0}/{1:N0}\n法宝在空闲时，或灵气耗完后会从角色身上吸取灵气。	{2}\n Linh khí giá trị: {0:N0}/{1:N0}\n Pháp bảo tại nhàn rỗi lúc, hoặc linh khí hao tổn xong sẽ từ nhân vật trên thân hấp thụ linh khí.
选择地点	Lựa chọn địa \n điểm
经验加成	Kinh nghiệm
从之前突破失败中获得的成功率加成。失败次数越多，成功率越高。	Từ trước đó đột phá trong thất bại thu hoạch được xác suất thành công tăng thêm. Số lần thất bại càng nhiều, xác suất thành công càng cao.
心境加成	Tâm cảnh
突破时的心境对突破成功率的影响。	Đột phá lúc tâm cảnh đối đột phá xác suất thành công ảnh hưởng.
附加加成	Ngoại vật
突破时正在生效成功率造成影响的附加效果，例如丹药、奇遇等等。	Đột phá lúc ngay tại có hiệu lực xác suất thành công tạo thành ảnh hưởng kèm theo hiệu quả, tỷ như đan dược, kỳ ngộ vân vân.
风水加成	Phong thuỷ
突破时门派风水对突破成功率的影响。	Đột phá lúc môn phái phong thuỷ đối đột phá xác suất thành công ảnh hưởng.
天气加成	Thời tiết
突破时的天气对突破成功率的影响。	Đột phá lúc thời tiết đối với xác suất thành công ảnh hưởng: \n Kim - Lôi bão\n Thủy - Mưa to\n Hỏa - Gió nồm\n Mộc - Độc chướng\n Thổ - Bão cát.
阴阳加成	Âm dương
突破时的阴阳偏向对突破成功率的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	Đột phá lúc âm dương khuynh hướng đối đột phá xác suất thành công ảnh hưởng.\n Tại thuộc tính ngũ hành bên trong:\n Kim từ 20h - 5h\n Thủy từ 20h - 5h\n Hỏa từ 7h - 18h\n Mộc từ 7h - 18h\n Thổ từ 17h - 6h.
时节加成	Mùa
突破时时节对突破成功率的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	Đột phá mỗi mùa đối đột phá xác suất thành công ảnh hưởng: \nHoả - Mùa xuân \nThổ - Mùa hạ \nThủy - Mùa thu \nMộc - Mùa đông \nKim - Tất cả mùa sau ngày 15
五行匹配	Ngũ Hành
突破地点的五行属性与功法的匹配度对突破成功率的影响。	Đột phá địa điểm thuộc tính ngũ hành cùng công pháp xứng đôi độ đối đột phá xác suất thành công ảnh hưởng.
灵气浓度	Linh khí
突破地点的灵气浓度对突破成功率的影响。	Đột phá địa điểm nồng độ linh khí đối đột phá xác suất thành công ảnh hưởng.
{0}品	{0} Phẩm
结丹时的心境对丹品的影响。	Kết Đan lúc tâm cảnh đối đan phẩm \nảnh hưởng.
结丹时的天气对丹品的影响。	Kết Đan lúc thời tiết có ảnh hưởng đến đan phẩm: \n Kim - Lôi bão\n Thủy - Mưa to\n Hỏa - Gió nồm\n Mộc - Độc chướng\n Thổ - Bão cát.

结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	Kết Đan lúc âm dương khuynh hướng đối đan phẩm ảnh hưởng. Khung giờ \nkết đan của các thuộc tính ngũ hành:\n Kim từ 20h - 5h\n Thủy từ 20h - 5h\n Hỏa từ 7h - 18h\n Mộc từ 7h - 18h\n Thổ từ 17h - 6h.

结丹时时节对丹品的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	Kết Đan lúc nào cũng bị ảnh hưởng \nbởi mùa: \nHoả - Mùa xuân \nThổ - Mùa hạ \nThủy - Mùa thu \nMộc - Mùa đông \nKim - Tất cả mùa sau ngày 15

功法匹配	Công pháp
结丹时自身属性与功法的匹配度对丹品的影响。	Kết Đan lúc tự thân thuộc tính cùng công pháp xứng đôi độ đối đan phẩm ảnh hưởng.
灵气加成	Linh khí
结丹地点的灵气浓度对结丹效果的影响。	Kết Đan địa điểm nồng độ linh khí đối Kết Đan hiệu quả ảnh hưởng.
结丹地点的五行属性与功法的匹配度对结丹效果的影响。	Kết Đan địa điểm thuộc tính ngũ hành cùng \ncông pháp tương sinh tăng Kết Đan hiệu quả \nảnh hưởng.
{0}境	{0} Cảnh
信徒加成	Tín đồ
信徒数量对神国面积的影响。	Tín đồ số lượng đối thần quốc diện tích ảnh hưởng.
心境层次对神国面积的影响。	Tâm cảnh cấp độ đối thần quốc diện tích ảnh hưởng.
神性加成	Thần tính
神性对神国面积的影响。	Thần tính đối thần quốc diện tích ảnh hưởng.
心绪加成	Nỗi lòng
心绪对神国面积的影响。	Nỗi lòng đối thần quốc diện tích ảnh hưởng.
礼器奢华	Lễ khí xa hoa
房间内生效，受房间内建筑和物品的品阶影响。	Gian phòng bên trong có hiệu lực, thụ gian phòng bên trong kiến trúc cùng vật phẩm phẩm giai ảnh hưởng.
景观殊胜	Cảnh quan khác biệt thắng
房间内生效，受房间内美观影响。	Gian phòng bên trong có hiệu lực, thụ gian phòng bên trong mỹ quan ảnh hưởng.
布置得体	Bố trí được thể
房间内生效，受房间内布局影响。	Gian phòng bên trong có hiệu lực, thụ gian phòng bên trong bố cục ảnh hưởng.
仪所宽广	Nghi chỗ rộng lớn
房间内生效，受房间尺寸影响。	Gian phòng bên trong có hiệu lực, thụ gian phòng kích thước ảnh hưởng.
风水相宜	Phong thuỷ thích hợp
房间内生效，受房间风水影响。	Gian phòng bên trong có hiệu lực, thụ gian phòng phong thuỷ ảnh hưởng.
光烛妥帖	Chỉ riêng nến thoả đáng
房间内生效，受房间光照影响。	Gian phòng bên trong có hiệu lực, thụ gian phòng chiếu sáng ảnh hưởng.
每当寿元抵达千数，便可运转元神引动天机，以渡寿元之劫。\n    此劫每度一次，威力增倍，如若度过，便可延长寿元，并借此分化一条元神分神。	Mỗi khi thọ nguyên đến hàng ngàn, liền có thể vận chuyển Nguyên Thần dẫn động thiên cơ, lấy độ thọ nguyên chi kiếp.\n Kiếp nạn này mỗi độ một lần, uy lực tăng lần, nếu như vượt qua, liền có thể kéo dài thọ nguyên, cũng nhờ vào đó phân hoá một đầu Nguyên Thần phân thần.
    每当道行抵达百数，便可运转元神引动天机，以渡道行之劫。\n    此劫每度一次，威力增倍，如若度过，便可降低道行，并借此分化一条元神分神。	    Mỗi khi đạo hạnh đến trăm số, liền có thể vận chuyển Nguyên Thần dẫn động thiên cơ, lấy độ đạo hạnh chi kiếp.\n Kiếp nạn này mỗi độ một lần, uy lực tăng lần, nếu như vượt qua, liền có thể giảm xuống đạo hạnh, cũng nhờ vào đó phân hoá một đầu Nguyên Thần phân thần.
信仰天劫	Tín ngưỡng thiên kiếp
因神国中神民怨念累积而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。	Bởi vì thần quốc bên trong thần kêu ca niệm tích lũy mà sinh ra tín ngưỡng thiên kiếp. Nếu như vượt qua, thì làm oán niệm về không, nếu như thất bại, thì hôi phi yên diệt.
因直面自身执念而产生的信仰天劫。如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。	Bởi vì trực diện tự thân chấp niệm mà sinh ra tín ngưỡng thiên kiếp. Nếu như vượt qua, thì chém mất chấp niệm, tại thần quốc bên trong mở một khối vùng mới giải phóng vực, nếu như thất bại, thì hôi phi yên diệt.
飞升天劫	Phi thăng thiên kiếp
因神性圆满而产生的信仰天劫。如果度过，则神化飞升，如若失败，则灰飞烟灭。	Bởi vì thần tính viên mãn mà sinh ra tín ngưỡng thiên kiếp. Nếu như vượt qua, thì thần hóa phi thăng, nếu như thất bại, thì hôi phi yên diệt.
化形天劫	Hóa Hình Thiên Kiếp
    从动物修行化形，需经历化形天劫才能化身为人。\n    此劫五行俱全，金木水火土五种天劫轮流降临。	    Chạy theo vật tu hành biến hóa, cần kinh lịch Hóa Hình Thiên Kiếp mới có thể hóa thân thành người.\n Kiếp nạn này Ngũ Hành đều đủ, Kim Mộc Thủy Hỏa Thổ năm loại thiên kiếp thay phiên giáng lâm.
无法在此地突破	Không cách nào ở chỗ này đột phá
\n<font color=#0000FF>[右击可指定原材料]</font>	\n<font color=#0000FF>[ Phải kích có thể chỉ định nguyên vật liệu ]</font>
生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。	Tạo ra toàn cảnh đồ phiến cần thời gian nhất định, xin đừng nên di động con chuột cũng kiên nhẫn chờ đợi thẳng đến nhắc nhở hoàn thành.
截图已经保存到：\n{0}	Screenshots đã bảo tồn đến: \n{0}
正在拼接图片(1)……	Ngay tại ghép lại hình ảnh (1)......
正在拼接图片({0})……	Ngay tại ghép lại hình ảnh ({0})......
即将完成……	Sắp hoàn thành......
你选择了研习多个秘籍，研习弟子会逐个等待自身参悟值足够时再进行研习。	Ngươi lựa chọn nghiên tập nhiều cái bí tịch, nghiên tập đệ tử sẽ từng cái chờ đợi tự thân lĩnh hội giá trị đầy đủ lúc lại tiến hành nghiên tập.
\n分类:{0}	\n Phân loại:{0}
提高道行:{0}\n	Đạo hạnh:{0}\n
需求境界：{0}\n	Cảnh giới: [color=#009900]{0}[/color]\n
模组丢失	Mô tổ mất đi
[玄门秘籍]	[ Huyền Môn bí tịch ]
[旁门心得]	[ Bàng môn tâm đắc ]
全部秘籍	Toàn bộ bí tịch
战斗法术	Chiến đấu pháp thuật
收藏	Cất giữ
独本遗册	Độc bản di sách
无上大法	Vô thượng đại pháp
藏经阁容量：{0}/{1}	Dung lượng: {0}/{1}
藏经阁所能容纳的秘籍。秘籍越深奥，录入占用的容量就越多。\n\n当前藏书量为派中弟子提供:\n降低参悟消耗{0}% 	Tàng Kinh Các có khả năng dung nạp bí tịch. Bí tịch càng sâu áo, ghi vào chiếm dụng dung lượng thì càng nhiều.\n\n Trước mắt tàng thư lượng vì trong phái đệ tử cung cấp:\n Giảm xuống lĩnh hội tiêu hao {0}%
你已经离开硬核模式	Ngươi đã rời đi cứng rắn hạch hình thức
